CustomerID,InvoiceDate
1811800,True
1812000,True
1812900,True
1813300,True
1813600,True
1814200,True
1814400,True
1814600,True
1814900,True
1816100,True
1817000,True
1817100,True
1817200,True
1817300,True
1817700,True
1817800,True
1817900,True
1818300,True
1818500,True
1818900,True
1819100,True
1819800,True
1821300,True
1821800,True
1821900,True
1822000,True
1822100,True
1822300,True
1822400,True
1822500,True
1822600,True
1822700,True
1822900,True
1823000,True
1823100,True
1823500,True
1823600,True
1823900,True
1824100,True
1824200,True
1824500,True
1824600,True
1826000,True
1826300,True
1827000,True
1827200,True
1827300,True
1828300,True
