CustomerID,TotalSpent,Ranking
131020,6336.29,185
182230,6315.23,186
161260,6287.77,187
137090,6249.11,188
123590,6245.53,189
124720,6229.48,190
136680,6216.07,191
123570,6207.67,192
173150,6204.46,193
150050,6180.49,194
140570,6147.40,195
140600,6135.38,196
159390,6102.26,197
175090,6100.74,198
132250,6083.04,199
141010,5976.79,200
126370,5953.25,201
153820,5927.86,202
130970,5893.32,203
134180,5845.44,204
149440,5842.95,205
132090,5820.16,206
145050,5818.70,207
133160,5815.49,208
144150,5811.56,209
147350,5807.69,210
152180,5756.89,211
176860,5739.46,212
131780,5725.47,213
127200,5713.28,214
130500,5684.61,215
141100,5669.65,216
165530,5664.57,217
134680,5656.75,218
140490,5639.15,219
130040,5613.43,220
135340,5613.08,221
181180,5595.77,222
170490,5594.78,223
124810,5590.86,224
177570,5585.49,225
128390,5583.62,226
167670,5580.60,227
155020,5541.46,228
177160,5505.79,229
169850,5461.62,230
158050,5452.17,231
166090,5450.96,232
162650,5423.15,233
124900,5417.93,234
177190,5367.80,235
182250,5361.02,236
161610,5352.97,237
132690,5315.92,238
163030,5305.83,239
151500,5303.97,240
177300,5288.83,241
178500,5288.63,242
162580,5203.51,243
182260,5192.10,244
157270,5178.96,245
178580,5155.66,246
123620,5154.58,247
167010,5150.27,248
137560,5145.12,249
159030,5126.34,250
170610,5116.13,251
146880,5107.38,252
181980,5083.06,253
150460,5064.01,254
124320,5059.32,255
131390,5055.79,256
176020,5050.77,257
157190,5043.96,258
167000,5040.00,259
135990,5030.60,260
153010,5028.12,261
174260,5022.26,262
124440,5005.46,263
147550,4965.38,264
155470,4954.84,265
143290,4928.74,266
161910,4913.32,267
139410,4912.41,268
147090,4911.14,269
124370,4896.66,270
171330,4892.24,271
126880,4873.81,272
127000,4867.99,273
126640,4863.88,274
157860,4834.20,275
142920,4819.33,276
173650,4801.56,277
157380,4788.77,278
130130,4786.99,279
155550,4758.20,280
176900,4748.45,281
176520,4737.13,282
129550,4734.26,283
167220,4711.21,284
145620,4709.22,285
127140,4708.86,286
141350,4690.31,287
151520,4684.24,288
141590,4678.30,289
151870,4670.08,290
141910,4660.01,291
141800,4640.77,292
178090,4627.62,293
141890,4604.31,294
169310,4604.22,295
152910,4596.51,296
142860,4595.81,297
143900,4592.47,298
140040,4582.64,299
170680,4531.34,300
176130,4509.37,301
124840,4495.27,302
125240,4485.72,303
126270,4478.53,304
150320,4464.10,305
173640,4455.73,306
140850,4435.79,307
150930,4410.14,308
132670,4404.44,309
179750,4393.61,310
169840,4392.42,311
159550,4389.81,312
166260,4379.65,313
127520,4366.78,314
169450,4345.50,315
158740,4330.67,316
140160,4328.46,317
182510,4314.72,318
123470,4310.00,319
179370,4301.22,320
135050,4282.88,321
150340,4277.66,322
144220,4263.64,323
127120,4241.63,324
148000,4236.34,325
127570,4227.70,326
145250,4221.37,327
125000,4206.27,328
179200,4204.10,329
174190,4200.97,330
159710,4199.85,331
127470,4196.01,332
180410,4161.14,333
165490,4154.64,334
135550,4149.28,335
129490,4143.02,336
133840,4122.28,337
155700,4109.97,338
125360,4106.82,339
139880,4098.80,340
145340,4075.35,341
165920,4073.28,342
124490,4067.29,343
125690,4064.99,344
140920,4063.10,345
164010,4061.24,346
144010,4039.98,347
166700,4022.46,348
138150,4014.91,349
175670,4012.56,350
123780,4008.62,351
161860,3991.94,352
170010,3989.57,353
145470,3986.74,354
128670,3986.22,355
126560,3982.72,356
129570,3979.04,357
154160,3974.37,358
155290,3967.78,359
177690,3960.63,360
131830,3957.78,361
142770,3957.00,362
176110,3947.87,363
127270,3947.70,364
173770,3925.92,365
144260,3918.90,366
175930,3911.56,367
138020,3906.27,368
147390,3899.10,369
176510,3886.67,370
128410,3876.40,371
142910,3873.30,372
127790,3868.70,373
127490,3868.20,374
131240,3866.33,375
139990,3865.26,376
180730,3864.44,377
151950,3861.00,378
125390,3852.50,379
158040,3848.55,380
163270,3844.22,381
126620,3817.08,382
170910,3802.81,383
158670,3797.79,384
166550,3794.52,385
134350,3794.49,386
152990,3787.09,387
125620,3781.74,388
152980,3774.10,389
161680,3770.60,390
180870,3770.12,391
171730,3755.65,392
135230,3755.38,393
169040,3754.27,394
124290,3750.40,395
172380,3744.65,396
126680,3743.18,397
161450,3741.98,398
142820,3729.34,399
158080,3724.77,400
125020,3723.87,401
130690,3717.82,402
132660,3717.67,403
143640,3717.35,404
162400,3693.81,405
125970,3683.13,406
126470,3669.92,407
162530,3665.62,408
178190,3661.07,409
125530,3652.25,410
180790,3651.97,411
158450,3650.87,412
167120,3645.43,413
164400,3640.67,414
153790,3631.89,415
133810,3626.81,416
165700,3622.95,417
133270,3617.57,418
152960,3610.31,419
131370,3605.08,420
162420,3598.26,421
130820,3595.48,422
141320,3580.13,423
124170,3578.80,424
172030,3563.85,425
154840,3563.11,426
134260,3550.70,427
123700,3545.69,428
145030,3543.26,429
155440,3542.51,430
140400,3542.19,431
174910,3541.92,432
175280,3540.10,433
135520,3539.53,434
133340,3536.82,435
171600,3518.03,436
139530,3515.68,437
161310,3506.54,438
155050,3497.14,439
135200,3487.75,440
164580,3482.74,441
149070,3478.85,442
143950,3471.91,443
172300,3466.67,444
134480,3465.67,445
175760,3457.78,446
177580,3456.70,447
154100,3450.84,448
160190,3450.24,449
135360,3448.29,450
151290,3447.40,451
151130,3439.41,452
155810,3429.97,453
159740,3429.55,454
142210,3427.85,455
163600,3411.69,456
139930,3409.66,457
159810,3408.48,458
134370,3408.06,459
176690,3406.72,460
138420,3385.62,461
131980,3384.09,462
152280,3376.96,463
177250,3371.13,464
130140,3365.43,465
160110,3362.71,466
131480,3348.48,467
130150,3346.28,468
126430,3344.64,469
157080,3329.72,470
156760,3324.09,471
125940,3320.22,472
168180,3317.97,473
142270,3315.71,474
165560,3313.79,475
133730,3312.25,476
148410,3295.76,477
171830,3286.91,478
124800,3281.63,479
124060,3280.75,480
167170,3278.36,481
177230,3276.40,482
147020,3250.64,483
139520,3246.09,484
157640,3245.47,485
170500,3228.84,486
156220,3224.53,487
138800,3219.77,488
126130,3218.98,489
126190,3214.81,490
154430,3212.16,491
161070,3204.16,492
172200,3198.25,493
138680,3192.54,494
176850,3191.53,495
137580,3190.55,496
148440,3189.81,497
143880,3172.04,498
168370,3167.73,499
132680,3167.64,500
160410,3166.40,501
178630,3160.00,502
124560,3153.89,503
141450,3148.20,504
156320,3147.31,505
150650,3135.98,506
172310,3127.82,507
136850,3119.44,508
141750,3108.06,509
176720,3106.62,510
138690,3104.95,511
137420,3102.42,512
131350,3096.00,513
170590,3095.04,514
142350,3093.86,515
140990,3092.97,516
154910,3090.85,517
142570,3087.27,518
163260,3085.96,519
133620,3085.49,520
169050,3085.48,521
159980,3084.17,522
130470,3079.10,523
129100,3075.04,524
145650,3073.77,525
182720,3064.78,526
162180,3054.87,527
169400,3049.88,528
144560,3047.63,529
166860,3043.48,530
166070,3038.67,531
167090,3029.87,532
177990,3026.08,533
161560,3024.62,534
136310,3021.77,535
180940,3017.30,536
166780,3013.83,537
125980,3002.68,538
158610,3000.36,539
123950,2998.28,540
143070,2995.72,541
126700,2986.15,542
129160,2982.35,543
156870,2981.50,544
158540,2974.65,545
164970,2965.69,546
155140,2963.19,547
176590,2954.75,548
146390,2952.34,549
170840,2949.75,550
141460,2949.57,551
127540,2949.12,552
163930,2941.05,553
174440,2940.04,554
148680,2939.64,555
140320,2929.84,556
145300,2925.91,557
175120,2920.04,558
129060,2919.81,559
134510,2916.45,560
145430,2916.17,561
124380,2906.85,562
179240,2894.33,563
181440,2888.75,564
156730,2881.02,565
142510,2879.70,566
166330,2878.15,567
140050,2874.72,568
139010,2867.20,569
156280,2865.64,570
126850,2863.08,571
181450,2861.55,572
142990,2855.35,573
124730,2848.23,574
124080,2842.57,575
145350,2841.09,576
147110,2838.20,577
148520,2836.69,578
175960,2827.93,579
131740,2817.03,580
159840,2816.97,581
123560,2811.43,582
160810,2806.90,583
145720,2803.69,584
127580,2791.59,585
177390,2786.05,586
169280,2781.50,587
123880,2780.66,588
141120,2774.17,589
137690,2771.87,590
176440,2768.98,591
153560,2766.50,592
137350,2766.18,593
132300,2763.41,594
168710,2761.49,595
151140,2760.56,596
167640,2758.25,597
146260,2757.07,598
159930,2756.82,599
163160,2755.56,600
125780,2753.36,601
138700,2751.25,602
148540,2749.89,603
175040,2745.28,604
149030,2744.48,605
172130,2741.08,606
141250,2740.43,607
141210,2740.30,608
160030,2735.37,609
123800,2720.56,610
182300,2716.60,611
128400,2714.27,612
132850,2709.12,613
136540,2707.33,614
139710,2702.22,615
180970,2692.85,616
141070,2688.48,617
173860,2686.42,618
147320,2686.34,619
157960,2666.61,620
147130,2664.26,621
123600,2662.06,622
144390,2661.24,623
170690,2655.22,624
138510,2651.46,625
153210,2650.73,626
156960,2644.46,627
138040,2635.79,628
156710,2635.49,629
174020,2633.85,630
180770,2633.01,631
137710,2631.70,632
166180,2630.64,633
127210,2628.98,634
157520,2628.93,635
179650,2622.57,636
182100,2621.38,637
142620,2618.23,638
127080,2616.32,639
126250,2614.32,640
128360,2612.86,641
173460,2611.58,642
162550,2609.30,643
127260,2609.10,644
162410,2607.87,645
144080,2606.53,646
134220,2601.55,647
136440,2597.52,648
169190,2596.45,649
182600,2595.00,650
157820,2593.94,651
139830,2590.46,652
138950,2588.12,653
130210,2584.40,654
125200,2582.51,655
126000,2581.04,656
139110,2580.91,657
154850,2575.00,658
155210,2574.65,659
176550,2571.74,660
150330,2571.02,661
163080,2560.00,662
143970,2556.68,663
155720,2552.86,664
131360,2545.38,665
133440,2543.72,666
146760,2543.24,667
143340,2539.46,668
138830,2538.75,669
180750,2538.72,670
142430,2535.88,671
134710,2531.58,672
169120,2528.67,673
173170,2524.02,674
152450,2515.84,675
177280,2515.68,676
173140,2514.76,677
177000,2508.89,678
182450,2507.56,679
174490,2504.86,680
136950,2504.13,681
139750,2503.23,682
164770,2494.46,683
145460,2487.02,684
147010,2486.22,685
152710,2485.82,686
129130,2483.63,687
167100,2483.04,688
135070,2479.16,689
124550,2466.86,690
171640,2466.40,691
125170,2464.89,692
171310,2463.17,693
137840,2462.79,694
159320,2461.85,695
176820,2459.33,696
143150,2456.98,697
148420,2456.80,698
146590,2456.53,699
157500,2451.23,700
141630,2445.91,701
135880,2445.12,702
139490,2427.32,703
147660,2423.07,704
156060,2422.64,705
136580,2421.47,706
150890,2420.84,707
161430,2419.84,708
123970,2409.90,709
175890,2404.17,710
159800,2398.86,711
131410,2385.80,712
170710,2385.48,713
175300,2385.00,714
145540,2381.04,715
177220,2380.64,716
180650,2380.08,717
149300,2372.86,718
137220,2369.16,719
144930,2362.84,720
176340,2361.97,721
153700,2360.55,722
140300,2360.09,723
144400,2357.68,724
145020,2351.02,725
151400,2350.00,726
155270,2348.82,727
139080,2347.05,728
182590,2338.60,729
174340,2333.42,730
124830,2327.13,731
142390,2323.50,732
143090,2319.68,733
157550,2318.88,734
139940,2313.14,735
133940,2312.80,736
178380,2312.70,737
142900,2307.45,738
152880,2306.52,739
157850,2303.75,740
172110,2299.67,741
151050,2298.93,742
152700,2298.20,743
179540,2295.37,744
137040,2295.31,745
157040,2293.62,746
126150,2291.19,747
177440,2291.08,748
173130,2288.13,749
126840,2283.63,750
171880,2275.58,751
127820,2273.32,752
177680,2273.18,753
144660,2272.40,754
167350,2269.21,755
165500,2266.25,756
182570,2265.38,757
137000,2265.12,758
135270,2263.76,759
162090,2262.62,760
144320,2255.51,761
152350,2247.51,762
167710,2246.81,763
167820,2242.25,764
156650,2242.01,765
152810,2239.95,766
162930,2236.74,767
147000,2235.30,768
182420,2232.49,769
148250,2226.91,770
127040,2220.84,771
128760,2218.02,772
175910,2215.02,773
153730,2213.11,774
174420,2210.26,775
126530,2209.85,776
142110,2208.30,777
157970,2207.40,778
131150,2205.63,779
127550,2203.20,780
138310,2202.99,781
136800,2202.31,782
142260,2201.64,783
176960,2201.05,784
151230,2199.31,785
147760,2195.58,786
167430,2191.84,787
133650,2191.22,788
138620,2187.31,789
151790,2186.20,790
153940,2183.54,791
166280,2183.04,792
157220,2181.21,793
148080,2175.37,794
145600,2174.18,795
160760,2173.53,796
158110,2171.32,797
143410,2166.38,798
128560,2162.68,799
164560,2158.37,800
129350,2156.45,801
137550,2154.68,802
132240,2150.85,803
169660,2148.47,804
172720,2144.53,805
126330,2140.63,806
160570,2140.22,807
133170,2140.07,808
148280,2139.76,809
163790,2131.90,810
174000,2129.96,811
129090,2128.83,812
143600,2128.23,813
164070,2126.93,814
150580,2124.99,815
180610,2119.41,816
136320,2117.02,817
180080,2116.19,818
146910,2114.33,819
144070,2111.08,820
135170,2109.07,821
132650,2107.66,822
181730,2106.84,823
144610,2103.06,824
145150,2102.09,825
125600,2101.39,826
158150,2100.60,827
171910,2095.13,828
182830,2094.88,829
135710,2092.32,830
132970,2089.85,831
125010,2089.68,832
148100,2087.88,833
180440,2085.65,834
169540,2085.08,835
158340,2084.90,836
143060,2083.42,837
180930,2083.42,837
146960,2070.97,838
144820,2068.15,839
142090,2067.13,840
182310,2066.17,841
129280,2062.70,842
162810,2062.06,843
178610,2059.20,844
182410,2058.09,845
126100,2057.99,846
125180,2056.89,847
131260,2056.29,848
176670,2055.51,849
129480,2053.70,850
170860,2050.08,851
176250,2047.00,852
175970,2044.37,853
142320,2043.93,854
134500,2043.72,855
146400,2042.15,856
170900,2041.85,857
178460,2033.10,858
140010,2030.33,859
164090,2028.88,860
163580,2024.95,861
145440,2024.45,862
168750,2023.47,863
180690,2021.82,864
153410,2020.52,865
182190,2019.77,866
141880,2018.91,867
145060,2012.17,868
155310,2007.44,869
153720,2007.40,870
160980,2005.63,871
147300,2005.06,872
170820,2003.85,873
167540,2002.40,874
133050,2000.86,875
181880,1998.49,876
166980,1998.00,877
136300,1995.68,878
178270,1995.46,879
176120,1992.76,880
176790,1992.11,881
170880,1991.01,882
135930,1990.28,883
134950,1990.12,884
179400,1983.58,885
125850,1982.81,886
182040,1979.30,887
135900,1976.12,888
154930,1967.25,889
144620,1965.90,890
177900,1965.55,891
172180,1960.72,892
163410,1959.38,893
144980,1957.32,894
175540,1952.45,895
146530,1947.55,896
173370,1944.32,897
144180,1937.25,898
144720,1936.84,899
149780,1931.42,900
146550,1930.15,901
174060,1928.72,902
174900,1926.88,903
142170,1925.36,904
125280,1922.28,905
132460,1922.10,906
169830,1920.20,907
126740,1919.31,908
124570,1917.78,909
155180,1911.89,910
142850,1910.01,911
144090,1908.25,912
164260,1908.25,912
172280,1906.09,913
161500,1906.07,914
158190,1905.45,915
142500,1904.05,916
169380,1903.13,917
142100,1900.89,918
127620,1898.52,919
