,CustomerID,TotalSpent,Ranking,ContributionPct,IndividualContributionPct
382,170910,3802.81,383,76.91,0.06
383,158670,3797.79,384,76.97,0.06
384,166550,3794.52,385,77.03,0.06
385,134350,3794.49,386,77.09,0.06
386,152990,3787.09,387,77.16,0.06
387,125620,3781.74,388,77.22,0.06
388,152980,3774.1,389,77.28,0.06
389,161680,3770.6,390,77.34,0.06
390,180870,3770.12,391,77.4,0.06
391,171730,3755.65,392,77.46,0.06
392,135230,3755.38,393,77.52,0.06
393,169040,3754.27,394,77.58,0.06
394,124290,3750.4,395,77.64,0.06
395,172380,3744.65,396,77.7,0.06
396,126680,3743.18,397,77.76,0.06
397,161450,3741.98,398,77.82,0.06
398,142820,3729.34,399,77.88,0.06
399,158080,3724.77,400,77.94,0.06
400,125020,3723.87,401,78.0,0.06
401,130690,3717.82,402,78.06,0.06
402,132660,3717.67,403,78.12,0.06
403,143640,3717.35,404,78.18,0.06
404,162400,3693.81,405,78.24,0.06
405,125970,3683.13,406,78.3,0.06
406,126470,3669.92,407,78.36,0.06
407,162530,3665.62,408,78.42,0.06
408,178190,3661.07,409,78.47,0.06
409,125530,3652.25,410,78.53,0.06
410,180790,3651.97,411,78.59,0.06
411,158450,3650.87,412,78.65,0.06
412,167120,3645.43,413,78.71,0.06
413,164400,3640.67,414,78.77,0.06
414,153790,3631.89,415,78.83,0.06
415,133810,3626.81,416,78.88,0.06
416,165700,3622.95,417,78.94,0.06
417,133270,3617.57,418,79.0,0.06
418,152960,3610.31,419,79.06,0.06
419,131370,3605.08,420,79.12,0.06
420,162420,3598.26,421,79.17,0.06
421,130820,3595.48,422,79.23,0.06
422,141320,3580.13,423,79.29,0.06
423,124170,3578.8,424,79.35,0.06
424,172030,3563.85,425,79.4,0.06
425,154840,3563.11,426,79.46,0.06
426,134260,3550.7,427,79.52,0.06
427,123700,3545.69,428,79.58,0.06
428,145030,3543.26,429,79.63,0.06
429,155440,3542.51,430,79.69,0.06
430,140400,3542.19,431,79.75,0.06
431,174910,3541.92,432,79.8,0.06
432,175280,3540.1,433,79.86,0.06
433,135520,3539.53,434,79.92,0.06
434,133340,3536.82,435,79.97,0.06
435,171600,3518.03,436,80.03,0.06
436,139530,3515.68,437,80.09,0.06
437,161310,3506.54,438,80.14,0.06
438,155050,3497.14,439,80.2,0.06
439,135200,3487.75,440,80.26,0.06
440,164580,3482.74,441,80.31,0.06
441,149070,3478.85,442,80.37,0.06
442,143950,3471.91,443,80.42,0.06
443,172300,3466.67,444,80.48,0.06
444,134480,3465.67,445,80.54,0.06
445,175760,3457.78,446,80.59,0.06
446,177580,3456.7,447,80.65,0.06
447,154100,3450.84,448,80.7,0.06
448,160190,3450.24,449,80.76,0.06
449,135360,3448.29,450,80.81,0.06
450,151290,3447.4,451,80.87,0.06
451,151130,3439.41,452,80.92,0.06
452,155810,3429.97,453,80.98,0.06
453,159740,3429.55,454,81.03,0.06
454,142210,3427.85,455,81.09,0.06
455,163600,3411.69,456,81.14,0.05
456,139930,3409.66,457,81.2,0.05
457,159810,3408.48,458,81.25,0.05
458,134370,3408.06,459,81.31,0.05
459,176690,3406.72,460,81.36,0.05
460,138420,3385.62,461,81.42,0.05
461,131980,3384.09,462,81.47,0.05
462,152280,3376.96,463,81.53,0.05
463,177250,3371.13,464,81.58,0.05
464,130140,3365.43,465,81.64,0.05
465,160110,3362.71,466,81.69,0.05
466,131480,3348.48,467,81.74,0.05
467,130150,3346.28,468,81.8,0.05
468,126430,3344.64,469,81.85,0.05
469,157080,3329.72,470,81.9,0.05
470,156760,3324.09,471,81.96,0.05
471,125940,3320.22,472,82.01,0.05
472,168180,3317.97,473,82.06,0.05
473,142270,3315.71,474,82.12,0.05
474,165560,3313.79,475,82.17,0.05
475,133730,3312.25,476,82.22,0.05
476,148410,3295.76,477,82.28,0.05
477,171830,3286.91,478,82.33,0.05
478,124800,3281.63,479,82.38,0.05
479,124060,3280.75,480,82.44,0.05
480,167170,3278.36,481,82.49,0.05
481,177230,3276.4,482,82.54,0.05
482,147020,3250.64,483,82.59,0.05
483,139520,3246.09,484,82.65,0.05
484,157640,3245.47,485,82.7,0.05
485,170500,3228.84,486,82.75,0.05
486,156220,3224.53,487,82.8,0.05
487,138800,3219.77,488,82.85,0.05
488,126130,3218.98,489,82.91,0.05
489,126190,3214.81,490,82.96,0.05
490,154430,3212.16,491,83.01,0.05
491,161070,3204.16,492,83.06,0.05
492,172200,3198.25,493,83.11,0.05
493,138680,3192.54,494,83.16,0.05
494,176850,3191.53,495,83.21,0.05
495,137580,3190.55,496,83.27,0.05
496,148440,3189.81,497,83.32,0.05
497,143880,3172.04,498,83.37,0.05
498,168370,3167.73,499,83.42,0.05
499,132680,3167.64,500,83.47,0.05
500,160410,3166.4,501,83.52,0.05
501,178630,3160.0,502,83.57,0.05
502,124560,3153.89,503,83.62,0.05
503,141450,3148.2,504,83.67,0.05
504,156320,3147.31,505,83.72,0.05
505,150650,3135.98,506,83.77,0.05
506,172310,3127.82,507,83.82,0.05
507,136850,3119.44,508,83.87,0.05
508,141750,3108.06,509,83.92,0.05
509,176720,3106.62,510,83.97,0.05
510,138690,3104.95,511,84.02,0.05
511,137420,3102.42,512,84.07,0.05
512,131350,3096.0,513,84.12,0.05
513,170590,3095.04,514,84.17,0.05
514,142350,3093.86,515,84.22,0.05
515,140990,3092.97,516,84.27,0.05
516,154910,3090.85,517,84.32,0.05
517,142570,3087.27,518,84.37,0.05
518,163260,3085.96,519,84.42,0.05
519,133620,3085.49,520,84.47,0.05
520,169050,3085.48,521,84.52,0.05
521,159980,3084.17,522,84.57,0.05
522,130470,3079.1,523,84.62,0.05
523,129100,3075.04,524,84.67,0.05
524,145650,3073.77,525,84.72,0.05
525,182720,3064.78,526,84.77,0.05
526,162180,3054.87,527,84.82,0.05
527,169400,3049.88,528,84.87,0.05
528,144560,3047.63,529,84.92,0.05
529,166860,3043.48,530,84.96,0.05
530,166070,3038.67,531,85.01,0.05
531,167090,3029.87,532,85.06,0.05
532,177990,3026.08,533,85.11,0.05
533,161560,3024.62,534,85.16,0.05
534,136310,3021.77,535,85.21,0.05
535,180940,3017.3,536,85.26,0.05
536,166780,3013.83,537,85.3,0.05
537,125980,3002.68,538,85.35,0.05
538,158610,3000.36,539,85.4,0.05
539,123950,2998.28,540,85.45,0.05
540,143070,2995.72,541,85.5,0.05
541,126700,2986.15,542,85.55,0.05
542,129160,2982.35,543,85.59,0.05
543,156870,2981.5,544,85.64,0.05
544,158540,2974.65,545,85.69,0.05
545,164970,2965.69,546,85.74,0.05
546,155140,2963.19,547,85.78,0.05
547,176590,2954.75,548,85.83,0.05
548,146390,2952.34,549,85.88,0.05
549,170840,2949.75,550,85.93,0.05
550,141460,2949.57,551,85.97,0.05
551,127540,2949.12,552,86.02,0.05
552,163930,2941.05,553,86.07,0.05
553,174440,2940.04,554,86.12,0.05
554,148680,2939.64,555,86.16,0.05
555,140320,2929.84,556,86.21,0.05
556,145300,2925.91,557,86.26,0.05
557,175120,2920.04,558,86.31,0.05
558,129060,2919.81,559,86.35,0.05
559,134510,2916.45,560,86.4,0.05
560,145430,2916.17,561,86.45,0.05
561,124380,2906.85,562,86.49,0.05
562,179240,2894.33,563,86.54,0.05
563,181440,2888.75,564,86.59,0.05
564,156730,2881.02,565,86.63,0.05
565,142510,2879.7,566,86.68,0.05
566,166330,2878.15,567,86.72,0.05
567,140050,2874.72,568,86.77,0.05
568,139010,2867.2,569,86.82,0.05
569,156280,2865.64,570,86.86,0.05
570,126850,2863.08,571,86.91,0.05
571,181450,2861.55,572,86.95,0.05
572,142990,2855.35,573,87.0,0.05
573,124730,2848.23,574,87.05,0.05
574,124080,2842.57,575,87.09,0.05
575,145350,2841.09,576,87.14,0.05
576,147110,2838.2,577,87.18,0.05
577,148520,2836.69,578,87.23,0.05
578,175960,2827.93,579,87.27,0.05
579,131740,2817.03,580,87.32,0.05
580,159840,2816.97,581,87.37,0.05
581,123560,2811.43,582,87.41,0.05
582,160810,2806.9,583,87.46,0.05
583,145720,2803.69,584,87.5,0.05
584,127580,2791.59,585,87.55,0.04
585,177390,2786.05,586,87.59,0.04
586,169280,2781.5,587,87.64,0.04
587,123880,2780.66,588,87.68,0.04
588,141120,2774.17,589,87.72,0.04
589,137690,2771.87,590,87.77,0.04
590,176440,2768.98,591,87.81,0.04
591,153560,2766.5,592,87.86,0.04
592,137350,2766.18,593,87.9,0.04
593,132300,2763.41,594,87.95,0.04
594,168710,2761.49,595,87.99,0.04
595,151140,2760.56,596,88.04,0.04
596,167640,2758.25,597,88.08,0.04
597,146260,2757.07,598,88.12,0.04
598,159930,2756.82,599,88.17,0.04
599,163160,2755.56,600,88.21,0.04
600,125780,2753.36,601,88.26,0.04
601,138700,2751.25,602,88.3,0.04
602,148540,2749.89,603,88.35,0.04
603,175040,2745.28,604,88.39,0.04
604,149030,2744.48,605,88.43,0.04
605,172130,2741.08,606,88.48,0.04
606,141250,2740.43,607,88.52,0.04
607,141210,2740.3,608,88.57,0.04
608,160030,2735.37,609,88.61,0.04
609,123800,2720.56,610,88.65,0.04
610,182300,2716.6,611,88.7,0.04
611,128400,2714.27,612,88.74,0.04
612,132850,2709.12,613,88.79,0.04
613,136540,2707.33,614,88.83,0.04
614,139710,2702.22,615,88.87,0.04
615,180970,2692.85,616,88.92,0.04
616,141070,2688.48,617,88.96,0.04
617,173860,2686.42,618,89.0,0.04
618,147320,2686.34,619,89.04,0.04
619,157960,2666.61,620,89.09,0.04
620,147130,2664.26,621,89.13,0.04
621,123600,2662.06,622,89.17,0.04
622,144390,2661.24,623,89.22,0.04
623,170690,2655.22,624,89.26,0.04
624,138510,2651.46,625,89.3,0.04
625,153210,2650.73,626,89.34,0.04
626,156960,2644.46,627,89.39,0.04
627,138040,2635.79,628,89.43,0.04
628,156710,2635.49,629,89.47,0.04
629,174020,2633.85,630,89.51,0.04
630,180770,2633.01,631,89.56,0.04
631,137710,2631.7,632,89.6,0.04
632,166180,2630.64,633,89.64,0.04
633,127210,2628.98,634,89.68,0.04
634,157520,2628.93,635,89.73,0.04
635,179650,2622.57,636,89.77,0.04
636,182100,2621.38,637,89.81,0.04
637,142620,2618.23,638,89.85,0.04
638,127080,2616.32,639,89.89,0.04
639,126250,2614.32,640,89.94,0.04
640,128360,2612.86,641,89.98,0.04
641,173460,2611.58,642,90.02,0.04
642,162550,2609.3,643,90.06,0.04
643,127260,2609.1,644,90.1,0.04
644,162410,2607.87,645,90.15,0.04
645,144080,2606.53,646,90.19,0.04
646,134220,2601.55,647,90.23,0.04
647,136440,2597.52,648,90.27,0.04
648,169190,2596.45,649,90.31,0.04
649,182600,2595.0,650,90.35,0.04
650,157820,2593.94,651,90.4,0.04
651,139830,2590.46,652,90.44,0.04
652,138950,2588.12,653,90.48,0.04
653,130210,2584.4,654,90.52,0.04
654,125200,2582.51,655,90.56,0.04
655,126000,2581.04,656,90.6,0.04
656,139110,2580.91,657,90.65,0.04
657,154850,2575.0,658,90.69,0.04
658,155210,2574.65,659,90.73,0.04
659,176550,2571.74,660,90.77,0.04
660,150330,2571.02,661,90.81,0.04
661,163080,2560.0,662,90.85,0.04
662,143970,2556.68,663,90.89,0.04
663,155720,2552.86,664,90.93,0.04
664,131360,2545.38,665,90.98,0.04
665,133440,2543.72,666,91.02,0.04
666,146760,2543.24,667,91.06,0.04
667,143340,2539.46,668,91.1,0.04
668,138830,2538.75,669,91.14,0.04
669,180750,2538.72,670,91.18,0.04
670,142430,2535.88,671,91.22,0.04
671,134710,2531.58,672,91.26,0.04
672,169120,2528.67,673,91.3,0.04
673,173170,2524.02,674,91.34,0.04
674,152450,2515.84,675,91.38,0.04
675,177280,2515.68,676,91.42,0.04
676,173140,2514.76,677,91.46,0.04
677,177000,2508.89,678,91.5,0.04
678,182450,2507.56,679,91.54,0.04
679,174490,2504.86,680,91.58,0.04
680,136950,2504.13,681,91.63,0.04
681,139750,2503.23,682,91.67,0.04
682,164770,2494.46,683,91.71,0.04
683,145460,2487.02,684,91.75,0.04
684,147010,2486.22,685,91.79,0.04
685,152710,2485.82,686,91.83,0.04
686,129130,2483.63,687,91.87,0.04
687,167100,2483.04,688,91.91,0.04
688,135070,2479.16,689,91.95,0.04
689,124550,2466.86,690,91.98,0.04
690,171640,2466.4,691,92.02,0.04
691,125170,2464.89,692,92.06,0.04
692,171310,2463.17,693,92.1,0.04
693,137840,2462.79,694,92.14,0.04
694,159320,2461.85,695,92.18,0.04
695,176820,2459.33,696,92.22,0.04
